数据组,实验序号,配置ID,A水平,B水平,C水平,D水平,精度模式,Batch,算子实现,图优化策略,Buffer优化,Tiling优化,单流,输入形状,编译成功,记录检查,FPS,平均批延迟_ms,P95批延迟_ms,P99批延迟_ms,平均余弦,最小余弦,实际测量Batch,验证样本数,随机种子,验证错误,其他错误,ATC命令,数据来源
caffe,35,A2-B1-C3-D2,2,1,3,2,allow_fp32_to_fp16,1,high_performance_for_all,l2_with_tiling,l2_optimize,1,否,"data_input:1,3,227,227",是,数值验证缺失或失败,903.025859,1.107388,1.14185,1.21639,,,1,,,"InvalidArgument: [ONNXRuntimeError] : 2 : INVALID_ARGUMENT : Got invalid dimensions for input: data_input for the following indices
 index: 0 Got: 1 Expected: 10
 Please fix either the inputs or the model.",,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:1,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp35 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,36,A2-B1-C3-D3,2,1,3,3,allow_fp32_to_fp16,1,high_performance_for_all,l2_single_stream,l2_optimize,0,是,"data_input:1,3,227,227",是,数值验证缺失或失败,885.131212,1.129776,1.18585,1.25943,,,1,,,"InvalidArgument: [ONNXRuntimeError] : 2 : INVALID_ARGUMENT : Got invalid dimensions for input: data_input for the following indices
 index: 0 Got: 1 Expected: 10
 Please fix either the inputs or the model.",,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:1,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp36 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,37,A2-B2-C1-D1,2,2,1,1,allow_fp32_to_fp16,10,high_precision,standard_l2,l2_optimize,0,否,"data_input:10,3,227,227",是,记录满足检查,587.163893,17.03102,17.3118,18.75347,1,0.999999,10,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:10,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp37 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,38,A2-B2-C1-D2,2,2,1,2,allow_fp32_to_fp16,10,high_precision,l2_with_tiling,l2_optimize,1,否,"data_input:10,3,227,227",是,记录满足检查,589.455953,16.964796,17.3208,17.44758,1,0.999999,10,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:10,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp38 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,39,A2-B2-C1-D3,2,2,1,3,allow_fp32_to_fp16,10,high_precision,l2_single_stream,l2_optimize,0,是,"data_input:10,3,227,227",是,记录满足检查,579.771181,17.248184,17.26695,24.3419,1,0.999999,10,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:10,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp39 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,40,A2-B2-C2-D1,2,2,2,1,allow_fp32_to_fp16,10,high_performance,standard_l2,l2_optimize,0,否,"data_input:10,3,227,227",是,记录满足检查,587.619469,17.017816,17.33705,17.89274,1,0.999999,10,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:10,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp40 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,41,A2-B2-C2-D2,2,2,2,2,allow_fp32_to_fp16,10,high_performance,l2_with_tiling,l2_optimize,1,否,"data_input:10,3,227,227",是,记录满足检查,589.778049,16.955531,17.3037,17.46826,1,0.999999,10,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:10,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp41 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,42,A2-B2-C2-D3,2,2,2,3,allow_fp32_to_fp16,10,high_performance,l2_single_stream,l2_optimize,0,是,"data_input:10,3,227,227",是,记录满足检查,591.645259,16.90202,17.21615,17.28428,1,0.999999,10,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:10,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp42 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,43,A2-B2-C3-D1,2,2,3,1,allow_fp32_to_fp16,10,high_performance_for_all,standard_l2,l2_optimize,0,否,"data_input:10,3,227,227",是,记录满足检查,588.329219,16.997286,17.34725,18.55114,1,0.999999,10,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:10,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp43 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,44,A2-B2-C3-D2,2,2,3,2,allow_fp32_to_fp16,10,high_performance_for_all,l2_with_tiling,l2_optimize,1,否,"data_input:10,3,227,227",是,记录满足检查,590.480265,16.935367,17.35965,18.50546,1,0.999999,10,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:10,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp44 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,45,A2-B2-C3-D3,2,2,3,3,allow_fp32_to_fp16,10,high_performance_for_all,l2_single_stream,l2_optimize,0,是,"data_input:10,3,227,227",是,记录满足检查,580.880493,17.215245,17.3091,23.51824,1,0.999999,10,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:10,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp45 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,46,A2-B3-C1-D1,2,3,1,1,allow_fp32_to_fp16,16,high_precision,standard_l2,l2_optimize,0,否,"data_input:16,3,227,227",是,数值验证缺失或失败,578.571303,27.654327,28.01675,28.58914,,,16,,,"InvalidArgument: [ONNXRuntimeError] : 2 : INVALID_ARGUMENT : Got invalid dimensions for input: data_input for the following indices
 index: 0 Got: 16 Expected: 10
 Please fix either the inputs or the model.",,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:16,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp46 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,47,A2-B3-C1-D2,2,3,1,2,allow_fp32_to_fp16,16,high_precision,l2_with_tiling,l2_optimize,1,否,"data_input:16,3,227,227",是,数值验证缺失或失败,580.942142,27.541469,27.94155,28.06065,,,16,,,"InvalidArgument: [ONNXRuntimeError] : 2 : INVALID_ARGUMENT : Got invalid dimensions for input: data_input for the following indices
 index: 0 Got: 16 Expected: 10
 Please fix either the inputs or the model.",,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:16,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp47 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,48,A2-B3-C1-D3,2,3,1,3,allow_fp32_to_fp16,16,high_precision,l2_single_stream,l2_optimize,0,是,"data_input:16,3,227,227",是,数值验证缺失或失败,577.815288,27.69051,28.0021,29.62106,,,16,,,"InvalidArgument: [ONNXRuntimeError] : 2 : INVALID_ARGUMENT : Got invalid dimensions for input: data_input for the following indices
 index: 0 Got: 16 Expected: 10
 Please fix either the inputs or the model.",,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:16,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp48 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,49,A2-B3-C2-D1,2,3,2,1,allow_fp32_to_fp16,16,high_performance,standard_l2,l2_optimize,0,否,"data_input:16,3,227,227",是,数值验证缺失或失败,580.478016,27.56349,27.92015,27.94991,,,16,,,"InvalidArgument: [ONNXRuntimeError] : 2 : INVALID_ARGUMENT : Got invalid dimensions for input: data_input for the following indices
 index: 0 Got: 16 Expected: 10
 Please fix either the inputs or the model.",,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:16,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp49 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,50,A2-B3-C2-D2,2,3,2,2,allow_fp32_to_fp16,16,high_performance,l2_with_tiling,l2_optimize,1,否,"data_input:16,3,227,227",是,数值验证缺失或失败,579.769298,27.597184,28.0787,28.21151,,,16,,,"InvalidArgument: [ONNXRuntimeError] : 2 : INVALID_ARGUMENT : Got invalid dimensions for input: data_input for the following indices
 index: 0 Got: 16 Expected: 10
 Please fix either the inputs or the model.",,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:16,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp50 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,51,A2-B3-C2-D3,2,3,2,3,allow_fp32_to_fp16,16,high_performance,l2_single_stream,l2_optimize,0,是,"data_input:16,3,227,227",是,数值验证缺失或失败,581.11136,27.533449,27.93795,28.05984,,,16,,,"InvalidArgument: [ONNXRuntimeError] : 2 : INVALID_ARGUMENT : Got invalid dimensions for input: data_input for the following indices
 index: 0 Got: 16 Expected: 10
 Please fix either the inputs or the model.",,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:16,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp51 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,52,A2-B3-C3-D1,2,3,3,1,allow_fp32_to_fp16,16,high_performance_for_all,standard_l2,l2_optimize,0,否,"data_input:16,3,227,227",是,数值验证缺失或失败,579.796736,27.595878,28.10875,28.2262,,,16,,,"InvalidArgument: [ONNXRuntimeError] : 2 : INVALID_ARGUMENT : Got invalid dimensions for input: data_input for the following indices
 index: 0 Got: 16 Expected: 10
 Please fix either the inputs or the model.",,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:16,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp52 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,53,A2-B3-C3-D2,2,3,3,2,allow_fp32_to_fp16,16,high_performance_for_all,l2_with_tiling,l2_optimize,1,否,"data_input:16,3,227,227",是,数值验证缺失或失败,580.311314,27.571408,27.93595,28.0591,,,16,,,"InvalidArgument: [ONNXRuntimeError] : 2 : INVALID_ARGUMENT : Got invalid dimensions for input: data_input for the following indices
 index: 0 Got: 16 Expected: 10
 Please fix either the inputs or the model.",,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:16,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp53 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,54,A2-B3-C3-D3,2,3,3,3,allow_fp32_to_fp16,16,high_performance_for_all,l2_single_stream,l2_optimize,0,是,"data_input:16,3,227,227",是,数值验证缺失或失败,579.706721,27.600163,27.95615,28.10294,,,16,,,"InvalidArgument: [ONNXRuntimeError] : 2 : INVALID_ARGUMENT : Got invalid dimensions for input: data_input for the following indices
 index: 0 Got: 16 Expected: 10
 Please fix either the inputs or the model.",,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:16,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp54 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,55,A3-B1-C1-D1,3,1,1,1,force_fp16,1,high_precision,standard_l2,l2_optimize,0,否,"data_input:1,3,227,227",是,数值验证缺失或失败,1502.78993,0.665429,0.71335,0.75613,,,1,,,"InvalidArgument: [ONNXRuntimeError] : 2 : INVALID_ARGUMENT : Got invalid dimensions for input: data_input for the following indices
 index: 0 Got: 1 Expected: 10
 Please fix either the inputs or the model.",,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:1,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp55 --precision_mode=force_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,56,A3-B1-C1-D2,3,1,1,2,force_fp16,1,high_precision,l2_with_tiling,l2_optimize,1,否,"data_input:1,3,227,227",是,数值验证缺失或失败,1439.482707,0.694694,0.7806,0.8285,,,1,,,"InvalidArgument: [ONNXRuntimeError] : 2 : INVALID_ARGUMENT : Got invalid dimensions for input: data_input for the following indices
 index: 0 Got: 1 Expected: 10
 Please fix either the inputs or the model.",,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:1,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp56 --precision_mode=force_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,57,A3-B1-C1-D3,3,1,1,3,force_fp16,1,high_precision,l2_single_stream,l2_optimize,0,是,"data_input:1,3,227,227",是,数值验证缺失或失败,1483.140401,0.674245,0.72475,0.77468,,,1,,,"InvalidArgument: [ONNXRuntimeError] : 2 : INVALID_ARGUMENT : Got invalid dimensions for input: data_input for the following indices
 index: 0 Got: 1 Expected: 10
 Please fix either the inputs or the model.",,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:1,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp57 --precision_mode=force_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,58,A3-B1-C2-D1,3,1,2,1,force_fp16,1,high_performance,standard_l2,l2_optimize,0,否,"data_input:1,3,227,227",是,数值验证缺失或失败,1492.900512,0.669837,0.71265,0.76276,,,1,,,"InvalidArgument: [ONNXRuntimeError] : 2 : INVALID_ARGUMENT : Got invalid dimensions for input: data_input for the following indices
 index: 0 Got: 1 Expected: 10
 Please fix either the inputs or the model.",,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:1,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp58 --precision_mode=force_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,59,A3-B1-C2-D2,3,1,2,2,force_fp16,1,high_performance,l2_with_tiling,l2_optimize,1,否,"data_input:1,3,227,227",是,数值验证缺失或失败,1491.947215,0.670265,0.6985,0.75552,,,1,,,"InvalidArgument: [ONNXRuntimeError] : 2 : INVALID_ARGUMENT : Got invalid dimensions for input: data_input for the following indices
 index: 0 Got: 1 Expected: 10
 Please fix either the inputs or the model.",,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:1,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp59 --precision_mode=force_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,60,A3-B1-C2-D3,3,1,2,3,force_fp16,1,high_performance,l2_single_stream,l2_optimize,0,是,"data_input:1,3,227,227",是,数值验证缺失或失败,1492.947317,0.669816,0.69555,0.76678,,,1,,,"InvalidArgument: [ONNXRuntimeError] : 2 : INVALID_ARGUMENT : Got invalid dimensions for input: data_input for the following indices
 index: 0 Got: 1 Expected: 10
 Please fix either the inputs or the model.",,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:1,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp60 --precision_mode=force_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,61,A3-B1-C3-D1,3,1,3,1,force_fp16,1,high_performance_for_all,standard_l2,l2_optimize,0,否,"data_input:1,3,227,227",是,数值验证缺失或失败,1470.544984,0.68002,0.7313,0.89493,,,1,,,"InvalidArgument: [ONNXRuntimeError] : 2 : INVALID_ARGUMENT : Got invalid dimensions for input: data_input for the following indices
 index: 0 Got: 1 Expected: 10
 Please fix either the inputs or the model.",,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:1,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp61 --precision_mode=force_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,62,A3-B1-C3-D2,3,1,3,2,force_fp16,1,high_performance_for_all,l2_with_tiling,l2_optimize,1,否,"data_input:1,3,227,227",是,数值验证缺失或失败,1320.897523,0.757061,0.7704,2.58228,,,1,,,"InvalidArgument: [ONNXRuntimeError] : 2 : INVALID_ARGUMENT : Got invalid dimensions for input: data_input for the following indices
 index: 0 Got: 1 Expected: 10
 Please fix either the inputs or the model.",,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:1,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp62 --precision_mode=force_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,63,A3-B1-C3-D3,3,1,3,3,force_fp16,1,high_performance_for_all,l2_single_stream,l2_optimize,0,是,"data_input:1,3,227,227",是,数值验证缺失或失败,1506.811542,0.663653,0.7022,0.79222,,,1,,,"InvalidArgument: [ONNXRuntimeError] : 2 : INVALID_ARGUMENT : Got invalid dimensions for input: data_input for the following indices
 index: 0 Got: 1 Expected: 10
 Please fix either the inputs or the model.",,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:1,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp63 --precision_mode=force_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,64,A3-B2-C1-D1,3,2,1,1,force_fp16,10,high_precision,standard_l2,l2_optimize,0,否,"data_input:10,3,227,227",是,记录满足检查,1119.616088,8.931633,9.15575,9.19644,0.999985,0.999979,10,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:10,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp64 --precision_mode=force_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,65,A3-B2-C1-D2,3,2,1,2,force_fp16,10,high_precision,l2_with_tiling,l2_optimize,1,否,"data_input:10,3,227,227",是,记录满足检查,1126.408236,8.877776,9.10445,9.14868,0.999985,0.999979,10,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:10,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp65 --precision_mode=force_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,66,A3-B2-C1-D3,3,2,1,3,force_fp16,10,high_precision,l2_single_stream,l2_optimize,0,是,"data_input:10,3,227,227",是,记录满足检查,1120.156123,8.927327,9.11625,9.14489,0.999985,0.999979,10,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:10,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp66 --precision_mode=force_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,67,A3-B2-C2-D1,3,2,2,1,force_fp16,10,high_performance,standard_l2,l2_optimize,0,否,"data_input:10,3,227,227",是,记录满足检查,1105.63808,9.044551,9.089,13.47305,0.999985,0.999979,10,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:10,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp67 --precision_mode=force_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,68,A3-B2-C2-D2,3,2,2,2,force_fp16,10,high_performance,l2_with_tiling,l2_optimize,1,否,"data_input:10,3,227,227",是,记录满足检查,1093.947799,9.141204,9.11595,14.6773,0.999985,0.999979,10,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:10,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp68 --precision_mode=force_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,69,A3-B2-C2-D3,3,2,2,3,force_fp16,10,high_performance,l2_single_stream,l2_optimize,0,是,"data_input:10,3,227,227",是,记录满足检查,1127.297093,8.870776,9.05795,9.10402,0.999985,0.999979,10,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:10,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp69 --precision_mode=force_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,70,A3-B2-C3-D1,3,2,3,1,force_fp16,10,high_performance_for_all,standard_l2,l2_optimize,0,否,"data_input:10,3,227,227",是,记录满足检查,1120.307341,8.926122,9.2119,9.95311,0.999985,0.999979,10,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:10,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp70 --precision_mode=force_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
