数据组,实验序号,配置ID,精度模式,Batch,算子实现,图优化策略,通过准入且指标完整,未评分原因,可行配置数,评分排名,TOPSIS得分,与本组最高分差值,最小余弦,余弦阈值,权重样本Exp,有效初始L9数量,权重来源,评分范围,用途,原始数据来源,来源CSV_SHA256,数据一致性提示,FPS,FPS_CRITIC权重,FPS_权重样本最小值,FPS_权重样本最大值,FPS_评分最小值,FPS_评分最大值,FPS_同向归一化,平均批延迟_ms,平均批延迟_ms_CRITIC权重,平均批延迟_ms_权重样本最小值,平均批延迟_ms_权重样本最大值,平均批延迟_ms_评分最小值,平均批延迟_ms_评分最大值,平均批延迟_ms_同向归一化,P95批延迟_ms,P95批延迟_ms_CRITIC权重,P95批延迟_ms_权重样本最小值,P95批延迟_ms_权重样本最大值,P95批延迟_ms_评分最小值,P95批延迟_ms_评分最大值,P95批延迟_ms_同向归一化,P99批延迟_ms,P99批延迟_ms_CRITIC权重,P99批延迟_ms_权重样本最小值,P99批延迟_ms_权重样本最大值,P99批延迟_ms_评分最小值,P99批延迟_ms_评分最大值,P99批延迟_ms_同向归一化
81组实验数据3,63,A3-B1-C3-D3,force_fp16,1,high_performance_for_all,l2_single_stream,是,,81,26,0.6272458305616219,0.2754375191151047,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按作者确认的新1000次汇总数据回溯评分；平均延迟由FPS换算；未计算预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3_实验数据.csv,cb1752ec0c1b3238c318169911593f77c3046c3a2745221c85183192460cb378,FPS与平均批延迟已按公式统一；新1000次逐次记录待补，旧50条序列未用于评分,655.886389,0.4881852170033022,416.655819,868.2894666,407.864868,876.9566481,0.5287270669017634,1.52465429497,0.17169904076646858,1.41339505215,38.400999747,1.41339505215,39.2286790438,0.9970578234228106,1.530641577,0.17182471980623013,1.4361862,38.99488324,1.422850194,39.57370866,0.9971746013763737,3.958268865,0.16829102242399901,1.503047371,39.13301483,1.503047371,40.92690871,0.937722450043949
81组实验数据3,59,A3-B1-C2-D2,force_fp16,1,high_performance,l2_with_tiling,是,,81,27,0.6072527609022234,0.29543058877450323,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按作者确认的新1000次汇总数据回溯评分；平均延迟由FPS换算；未计算预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3_实验数据.csv,cb1752ec0c1b3238c318169911593f77c3046c3a2745221c85183192460cb378,FPS与平均批延迟已按公式统一；新1000次逐次记录待补，旧50条序列未用于评分,642.3850637,0.4881852170033022,416.655819,868.2894666,407.864868,876.9566481,0.499945225324574,1.55669871002,0.17169904076646858,1.41339505215,38.400999747,1.41339505215,39.2286790438,0.9962104302085463,1.574869253,0.17182471980623013,1.4361862,38.99488324,1.422850194,39.57370866,0.9960153174761328,4.140934731,0.16829102242399901,1.503047371,39.13301483,1.503047371,40.92690871,0.9330890666107717
81组实验数据3,43,A2-B2-C3-D1,allow_fp32_to_fp16,4,high_performance_for_all,standard_l2,是,,81,28,0.5397580771089183,0.36292527256780827,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按作者确认的新1000次汇总数据回溯评分；平均延迟由FPS换算；未计算预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3_实验数据.csv,cb1752ec0c1b3238c318169911593f77c3046c3a2745221c85183192460cb378,FPS与平均批延迟已按公式统一；新1000次逐次记录待补，旧50条序列未用于评分,609.0427279,0.4881852170033022,416.655819,868.2894666,407.864868,876.9566481,0.42886673447382373,6.56768370553,0.17169904076646858,1.41339505215,38.400999747,1.41339505215,39.2286790438,0.8636982693421495,6.581656661,0.17182471980623013,1.4361862,38.99488324,1.422850194,39.57370866,0.8647787579512131,6.803945676,0.16829102242399901,1.503047371,39.13301483,1.503047371,40.92690871,0.8655408647210289
81组实验数据3,42,A2-B2-C2-D3,allow_fp32_to_fp16,4,high_performance,l2_single_stream,是,,81,29,0.5397371069683344,0.36294624270839215,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按作者确认的新1000次汇总数据回溯评分；平均延迟由FPS换算；未计算预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3_实验数据.csv,cb1752ec0c1b3238c318169911593f77c3046c3a2745221c85183192460cb378,FPS与平均批延迟已按公式统一；新1000次逐次记录待补，旧50条序列未用于评分,608.9404049,0.4881852170033022,416.655819,868.2894666,407.864868,876.9566481,0.42864860445249137,6.56878730302,0.17169904076646858,1.41339505215,38.400999747,1.41339505215,39.2286790438,0.8636690854415278,6.580300788,0.17182471980623013,1.4361862,38.99488324,1.422850194,39.57370866,0.8648142977281543,6.732738606,0.16829102242399901,1.503047371,39.13301483,1.503047371,40.92690871,0.8673470568996108
81组实验数据3,38,A2-B2-C1-D2,allow_fp32_to_fp16,4,high_precision,l2_with_tiling,是,,81,30,0.5337244050266577,0.36895894465006884,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按作者确认的新1000次汇总数据回溯评分；平均延迟由FPS换算；未计算预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3_实验数据.csv,cb1752ec0c1b3238c318169911593f77c3046c3a2745221c85183192460cb378,FPS与平均批延迟已按公式统一；新1000次逐次记录待补，旧50条序列未用于评分,607.057869,0.4881852170033022,416.655819,868.2894666,407.864868,876.9566481,0.4246354539777619,6.58915764751,0.17169904076646858,1.41339505215,38.400999747,1.41339505215,39.2286790438,0.863130405248236,6.758592854,0.17182471980623013,1.4361862,38.99488324,1.422850194,39.57370866,0.8601409542394647,8.446395954,0.16829102242399901,1.503047371,39.13301483,1.503047371,40.92690871,0.8238795402790415
81组实验数据3,44,A2-B2-C3-D2,allow_fp32_to_fp16,4,high_performance_for_all,l2_with_tiling,是,,81,31,0.5320403267601803,0.37064302291654627,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按作者确认的新1000次汇总数据回溯评分；平均延迟由FPS换算；未计算预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3_实验数据.csv,cb1752ec0c1b3238c318169911593f77c3046c3a2745221c85183192460cb378,FPS与平均批延迟已按公式统一；新1000次逐次记录待补，旧50条序列未用于评分,603.7065281,0.4881852170033022,416.655819,868.2894666,407.864868,876.9566481,0.41749113586737946,6.62573587301,0.17169904076646858,1.41339505215,38.400999747,1.41339505215,39.2286790438,0.8621631184361609,6.626477138,0.17182471980623013,1.4361862,38.99488324,1.422850194,39.57370866,0.863603935711238,6.846102466,0.16829102242399901,1.503047371,39.13301483,1.503047371,40.92690871,0.8644715430318747
81组实验数据3,30,A2-B1-C1-D3,allow_fp32_to_fp16,1,high_precision,l2_single_stream,是,,81,32,0.5256852638210452,0.3769980858556814,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按作者确认的新1000次汇总数据回溯评分；平均延迟由FPS换算；未计算预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3_实验数据.csv,cb1752ec0c1b3238c318169911593f77c3046c3a2745221c85183192460cb378,FPS与平均批延迟已按公式统一；新1000次逐次记录待补，旧50条序列未用于评分,579.4649452,0.4881852170033022,416.655819,868.2894666,407.864868,876.9566481,0.3658134388187715,1.72572993118,0.17169904076646858,1.41339505215,38.400999747,1.41339505215,39.2286790438,0.9917405121405681,1.747130455,0.17182471980623013,1.4361862,38.99488324,1.422850194,39.57370866,0.99150005336606,1.843376522,0.16829102242399901,1.503047371,39.13301483,1.503047371,40.92690871,0.9913674323254752
81组实验数据3,31,A2-B1-C2-D1,allow_fp32_to_fp16,1,high_performance,standard_l2,是,,81,33,0.5231964107018129,0.3794869389749137,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按作者确认的新1000次汇总数据回溯评分；平均延迟由FPS换算；未计算预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3_实验数据.csv,cb1752ec0c1b3238c318169911593f77c3046c3a2745221c85183192460cb378,FPS与平均批延迟已按公式统一；新1000次逐次记录待补，旧50条序列未用于评分,577.413516,0.4881852170033022,416.655819,868.2894666,407.864868,876.9566481,0.3614402451559819,1.73186108792,0.17169904076646858,1.41339505215,38.400999747,1.41339505215,39.2286790438,0.9915783777839584,1.74358035,0.17182471980623013,1.4361862,38.99488324,1.422850194,39.57370866,0.9915931077596633,1.820805987,0.16829102242399901,1.503047371,39.13301483,1.503047371,40.92690871,0.9919399418218413
81组实验数据3,45,A2-B2-C3-D3,allow_fp32_to_fp16,4,high_performance_for_all,l2_single_stream,是,,81,34,0.5221241627293527,0.3805591869473739,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按作者确认的新1000次汇总数据回溯评分；平均延迟由FPS换算；未计算预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3_实验数据.csv,cb1752ec0c1b3238c318169911593f77c3046c3a2745221c85183192460cb378,FPS与平均批延迟已按公式统一；新1000次逐次记录待补，旧50条序列未用于评分,598.5415307,0.4881852170033022,416.655819,868.2894666,407.864868,876.9566481,0.40648050293985516,6.68291136844,0.17169904076646858,1.41339505215,38.400999747,1.41339505215,39.2286790438,0.8606511505386668,6.728415646,0.17182471980623013,1.4361862,38.99488324,1.422850194,39.57370866,0.8609319510666238,8.235978046,0.16829102242399901,1.503047371,39.13301483,1.503047371,40.92690871,0.8292168639417505
81组实验数据3,29,A2-B1-C1-D2,allow_fp32_to_fp16,1,high_precision,l2_with_tiling,是,,81,35,0.5220731331240572,0.38061021655266936,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按作者确认的新1000次汇总数据回溯评分；平均延迟由FPS换算；未计算预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3_实验数据.csv,cb1752ec0c1b3238c318169911593f77c3046c3a2745221c85183192460cb378,FPS与平均批延迟已按公式统一；新1000次逐次记录待补，旧50条序列未用于评分,576.5271905,0.4881852170033022,416.655819,868.2894666,407.864868,876.9566481,0.35955079507904586,1.73452356884,0.17169904076646858,1.41339505215,38.400999747,1.41339505215,39.2286790438,0.991507970249254,1.75982931,0.17182471980623013,1.4361862,38.99488324,1.422850194,39.57370866,0.9911671944079499,1.82615931,0.16829102242399901,1.503047371,39.13301483,1.503047371,40.92690871,0.9918041529158799
81组实验数据3,32,A2-B1-C2-D2,allow_fp32_to_fp16,1,high_performance,l2_with_tiling,是,,81,36,0.5219243177784949,0.3807590318982317,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按作者确认的新1000次汇总数据回溯评分；平均延迟由FPS换算；未计算预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3_实验数据.csv,cb1752ec0c1b3238c318169911593f77c3046c3a2745221c85183192460cb378,FPS与平均批延迟已按公式统一；新1000次逐次记录待补，旧50条序列未用于评分,576.4095267,0.4881852170033022,416.655819,868.2894666,407.864868,876.9566481,0.35929996186262314,1.73487764112,0.17169904076646858,1.41339505215,38.400999747,1.41339505215,39.2286790438,0.9914986070436232,1.746910743,0.17182471980623013,1.4361862,38.99488324,1.422850194,39.57370866,0.9915058123976738,1.843037769,0.16829102242399901,1.503047371,39.13301483,1.503047371,40.92690871,0.9913760249135296
81组实验数据3,33,A2-B1-C2-D3,allow_fp32_to_fp16,1,high_performance,l2_single_stream,是,,81,37,0.5216455105492829,0.3810378391274437,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按作者确认的新1000次汇总数据回溯评分；平均延迟由FPS换算；未计算预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3_实验数据.csv,cb1752ec0c1b3238c318169911593f77c3046c3a2745221c85183192460cb378,FPS与平均批延迟已按公式统一；新1000次逐次记录待补，旧50条序列未用于评分,576.1781098,0.4881852170033022,416.655819,868.2894666,407.864868,876.9566481,0.3588066321778636,1.73557443956,0.17169904076646858,1.41339505215,38.400999747,1.41339505215,39.2286790438,0.9914801806729485,1.761059255,0.17182471980623013,1.4361862,38.99488324,1.422850194,39.57370866,0.9911349554217395,1.824700641,0.16829102242399901,1.503047371,39.13301483,1.503047371,40.92690871,0.991841152564074
81组实验数据3,36,A2-B1-C3-D3,allow_fp32_to_fp16,1,high_performance_for_all,l2_single_stream,是,,81,38,0.5209529397259394,0.3817304099507872,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按作者确认的新1000次汇总数据回溯评分；平均延迟由FPS换算；未计算预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3_实验数据.csv,cb1752ec0c1b3238c318169911593f77c3046c3a2745221c85183192460cb378,FPS与平均批延迟已按公式统一；新1000次逐次记录待补，旧50条序列未用于评分,575.5980858,0.4881852170033022,416.655819,868.2894666,407.864868,876.9566481,0.35757014920245034,1.73732335925,0.17169904076646858,1.41339505215,38.400999747,1.41339505215,39.2286790438,0.9914339316565353,1.745772525,0.17182471980623013,1.4361862,38.99488324,1.422850194,39.57370866,0.9915356470605298,1.829934286,0.16829102242399901,1.503047371,39.13301483,1.503047371,40.92690871,0.9917083993323448
81组实验数据3,34,A2-B1-C3-D1,allow_fp32_to_fp16,1,high_performance_for_all,standard_l2,是,,81,39,0.5204321520507142,0.38225119762601234,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按作者确认的新1000次汇总数据回溯评分；平均延迟由FPS换算；未计算预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3_实验数据.csv,cb1752ec0c1b3238c318169911593f77c3046c3a2745221c85183192460cb378,FPS与平均批延迟已按公式统一；新1000次逐次记录待补，旧50条序列未用于评分,575.18999,0.4881852170033022,416.655819,868.2894666,407.864868,876.9566481,0.35670017915114594,1.73855598565,0.17169904076646858,1.41339505215,38.400999747,1.41339505215,39.2286790438,0.9914013356723224,1.766093429,0.17182471980623013,1.4361862,38.99488324,1.422850194,39.57370866,0.9910030010122604,1.822303685,0.16829102242399901,1.503047371,39.13301483,1.503047371,40.92690871,0.9919019521894428
81组实验数据3,37,A2-B2-C1-D1,allow_fp32_to_fp16,4,high_precision,standard_l2,是,,81,40,0.5145459108554846,0.38813743882124196,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按作者确认的新1000次汇总数据回溯评分；平均延迟由FPS换算；未计算预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3_实验数据.csv,cb1752ec0c1b3238c318169911593f77c3046c3a2745221c85183192460cb378,FPS与平均批延迟已按公式统一；新1000次逐次记录待补，旧50条序列未用于评分,595.7322282,0.4881852170033022,416.655819,868.2894666,407.864868,876.9566481,0.40049169090098063,6.71442606368,0.17169904076646858,1.41339505215,38.400999747,1.41339505215,39.2286790438,0.8598177654119821,6.707160955,0.17182471980623013,1.4361862,38.99488324,1.422850194,39.57370866,0.8614890732875808,10.24770276,0.16829102242399901,1.503047371,39.13301483,1.503047371,40.92690871,0.7781887645706241
81组实验数据3,40,A2-B2-C2-D1,allow_fp32_to_fp16,4,high_performance,standard_l2,是,,81,41,0.5145434088007952,0.3881399408759314,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按作者确认的新1000次汇总数据回溯评分；平均延迟由FPS换算；未计算预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3_实验数据.csv,cb1752ec0c1b3238c318169911593f77c3046c3a2745221c85183192460cb378,FPS与平均批延迟已按公式统一；新1000次逐次记录待补，旧50条序列未用于评分,595.7054466,0.4881852170033022,416.655819,868.2894666,407.864868,876.9566481,0.40043459844885043,6.71472792943,0.17169904076646858,1.41339505215,38.400999747,1.41339505215,39.2286790438,0.8598097827732674,6.889584207,0.17182471980623013,1.4361862,38.99488324,1.422850194,39.57370866,0.8567074442670288,10.03425416,0.16829102242399901,1.503047371,39.13301483,1.503047371,40.92690871,0.7836029627934868
81组实验数据3,41,A2-B2-C2-D2,allow_fp32_to_fp16,4,high_performance,l2_with_tiling,是,,81,42,0.500931853992954,0.40175149568377255,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按作者确认的新1000次汇总数据回溯评分；平均延迟由FPS换算；未计算预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3_实验数据.csv,cb1752ec0c1b3238c318169911593f77c3046c3a2745221c85183192460cb378,FPS与平均批延迟已按公式统一；新1000次逐次记录待补，旧50条序列未用于评分,587.9962831,0.4881852170033022,416.655819,868.2894666,407.864868,876.9566481,0.3840003656887784,6.80276409047,0.17169904076646858,1.41339505215,38.400999747,1.41339505215,39.2286790438,0.857481725127067,6.757889157,0.17182471980623013,1.4361862,38.99488324,1.422850194,39.57370866,0.860159399355205,11.71680015,0.16829102242399901,1.503047371,39.13301483,1.503047371,40.92690871,0.7409245966250378
81组实验数据3,39,A2-B2-C1-D3,allow_fp32_to_fp16,4,high_precision,l2_single_stream,是,,81,43,0.49879875566208215,0.40388459401464444,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按作者确认的新1000次汇总数据回溯评分；平均延迟由FPS换算；未计算预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3_实验数据.csv,cb1752ec0c1b3238c318169911593f77c3046c3a2745221c85183192460cb378,FPS与平均批延迟已按公式统一；新1000次逐次记录待补，旧50条序列未用于评分,584.5999803,0.4881852170033022,416.655819,868.2894666,407.864868,876.9566481,0.37676019874474015,6.84228555387,0.17169904076646858,1.41339505215,38.400999747,1.41339505215,39.2286790438,0.8564366063489367,6.856914404,0.17182471980623013,1.4361862,38.99488324,1.422850194,39.57370866,0.8575637763212371,10.28592841,0.16829102242399901,1.503047371,39.13301483,1.503047371,40.92690871,0.7772191576193591
81组实验数据3,28,A2-B1-C1-D1,allow_fp32_to_fp16,1,high_precision,standard_l2,是,,81,44,0.4923709146614319,0.4103124350152947,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按作者确认的新1000次汇总数据回溯评分；平均延迟由FPS换算；未计算预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3_实验数据.csv,cb1752ec0c1b3238c318169911593f77c3046c3a2745221c85183192460cb378,FPS与平均批延迟已按公式统一；新1000次逐次记录待补，旧50条序列未用于评分,553.7867096,0.4881852170033022,416.655819,868.2894666,407.864868,876.9566481,0.31107311573204854,1.80574936643,0.17169904076646858,1.41339505215,38.400999747,1.41339505215,39.2286790438,0.9896244514687068,1.834002777,0.17182471980623013,1.4361862,38.99488324,1.422850194,39.57370866,0.989222979520463,3.401794509,0.16829102242399901,1.503047371,39.13301483,1.503047371,40.92690871,0.9518376162681541
81组实验数据3,35,A2-B1-C3-D2,allow_fp32_to_fp16,1,high_performance_for_all,l2_with_tiling,是,,81,45,0.4919638319211778,0.41071951775554877,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按作者确认的新1000次汇总数据回溯评分；平均延迟由FPS换算；未计算预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3_实验数据.csv,cb1752ec0c1b3238c318169911593f77c3046c3a2745221c85183192460cb378,FPS与平均批延迟已按公式统一；新1000次逐次记录待补，旧50条序列未用于评分,552.7017168,0.4881852170033022,416.655819,868.2894666,407.864868,876.9566481,0.3087601508794802,1.80929418094,0.17169904076646858,1.41339505215,38.400999747,1.41339505215,39.2286790438,0.9895307112098531,1.805790966,0.17182471980623013,1.4361862,38.99488324,1.422850194,39.57370866,0.9899624598921862,2.933771683,0.16829102242399901,1.503047371,39.13301483,1.503047371,40.92690871,0.9637091785683444
81组实验数据3,2,A1-B1-C1-D2,force_fp32,1,high_precision,l2_with_tiling,是,,81,46,0.41923436521681817,0.4834489844599084,1,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按作者确认的新1000次汇总数据回溯评分；平均延迟由FPS换算；未计算预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3_实验数据.csv,cb1752ec0c1b3238c318169911593f77c3046c3a2745221c85183192460cb378,FPS与平均批延迟已按公式统一；新1000次逐次记录待补，旧50条序列未用于评分,478.5229088,0.4881852170033022,416.655819,868.2894666,407.864868,876.9566481,0.15062732667141862,2.0897641087,0.17169904076646858,1.41339505215,38.400999747,1.41339505215,39.2286790438,0.9821138707645473,2.135899149,0.17182471980623013,1.4361862,38.99488324,1.422850194,39.57370866,0.9813097533405318,2.195637099,0.16829102242399901,1.503047371,39.13301483,1.503047371,40.92690871,0.9824322198669349
81组实验数据3,4,A1-B1-C2-D1,force_fp32,1,high_performance,standard_l2,是,,81,47,0.41875652257097146,0.48392682710575513,1,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按作者确认的新1000次汇总数据回溯评分；平均延迟由FPS换算；未计算预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3_实验数据.csv,cb1752ec0c1b3238c318169911593f77c3046c3a2745221c85183192460cb378,FPS与平均批延迟已按公式统一；新1000次逐次记录待补，旧50条序列未用于评分,477.9323859,0.4881852170033022,416.655819,868.2894666,407.864868,876.9566481,0.14936846236159398,2.09234617595,0.17169904076646858,1.41339505215,38.400999747,1.41339505215,39.2286790438,0.98204558971579,2.130117652,0.17182471980623013,1.4361862,38.99488324,1.422850194,39.57370866,0.9814612963786826,2.19650435,0.16829102242399901,1.503047371,39.13301483,1.503047371,40.92690871,0.9824102217426887
81组实验数据3,3,A1-B1-C1-D3,force_fp32,1,high_precision,l2_single_stream,是,,81,48,0.41824687546443484,0.48443647421229175,1,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按作者确认的新1000次汇总数据回溯评分；平均延迟由FPS换算；未计算预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3_实验数据.csv,cb1752ec0c1b3238c318169911593f77c3046c3a2745221c85183192460cb378,FPS与平均批延迟已按公式统一；新1000次逐次记录待补，旧50条序列未用于评分,477.3402998,0.4881852170033022,416.655819,868.2894666,407.864868,876.9566481,0.14810626565485627,2.0949414923,0.17169904076646858,1.41339505215,38.400999747,1.41339505215,39.2286790438,0.9819769583034074,2.125248666,0.17182471980623013,1.4361862,38.99488324,1.422850194,39.57370866,0.9815889209249125,2.21295586,0.16829102242399901,1.503047371,39.13301483,1.503047371,40.92690871,0.9819929234507092
81组实验数据3,5,A1-B1-C2-D2,force_fp32,1,high_performance,l2_with_tiling,是,,81,49,0.41767115790707104,0.48501219176965554,1,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按作者确认的新1000次汇总数据回溯评分；平均延迟由FPS换算；未计算预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3_实验数据.csv,cb1752ec0c1b3238c318169911593f77c3046c3a2745221c85183192460cb378,FPS与平均批延迟已按公式统一；新1000次逐次记录待补，旧50条序列未用于评分,476.5991266,0.4881852170033022,416.655819,868.2894666,407.864868,876.9566481,0.14652624820103935,2.09819939691,0.17169904076646858,1.41339505215,38.400999747,1.41339505215,39.2286790438,0.9818908051857759,2.122683407,0.17182471980623013,1.4361862,38.99488324,1.422850194,39.57370866,0.9816561608011077,2.198777494,0.16829102242399901,1.503047371,39.13301483,1.503047371,40.92690871,0.9823525626519046
81组实验数据3,6,A1-B1-C2-D3,force_fp32,1,high_performance,l2_single_stream,是,,81,50,0.41733632158419504,0.48534702809253155,1,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按作者确认的新1000次汇总数据回溯评分；平均延迟由FPS换算；未计算预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3_实验数据.csv,cb1752ec0c1b3238c318169911593f77c3046c3a2745221c85183192460cb378,FPS与平均批延迟已按公式统一；新1000次逐次记录待补，旧50条序列未用于评分,476.2646756,0.4881852170033022,416.655819,868.2894666,407.864868,876.9566481,0.14581327258690963,2.09967283158,0.17169904076646858,1.41339505215,38.400999747,1.41339505215,39.2286790438,0.9818518411872422,2.14867462,0.17182471980623013,1.4361862,38.99488324,1.422850194,39.57370866,0.9809748861445188,2.2022499,0.16829102242399901,1.503047371,39.13301483,1.503047371,40.92690871,0.9822644838620027
81组实验数据3,8,A1-B1-C3-D2,force_fp32,1,high_performance_for_all,l2_with_tiling,是,,81,51,0.4173353004584452,0.4853480492182814,1,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按作者确认的新1000次汇总数据回溯评分；平均延迟由FPS换算；未计算预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3_实验数据.csv,cb1752ec0c1b3238c318169911593f77c3046c3a2745221c85183192460cb378,FPS与平均批延迟已按公式统一；新1000次逐次记录待补，旧50条序列未用于评分,476.2036156,0.4881852170033022,416.655819,868.2894666,407.864868,876.9566481,0.14568310616193628,2.0999420568,0.17169904076646858,1.41339505215,38.400999747,1.41339505215,39.2286790438,0.9818447217056047,2.12182003,0.17182471980623013,1.4361862,38.99488324,1.422850194,39.57370866,0.9816787914058888,2.20596101,0.16829102242399901,1.503047371,39.13301483,1.503047371,40.92690871,0.982170350261844
