数据组,实验序号,配置ID,A水平,B水平,C水平,D水平,精度模式,Batch,算子实现,图优化策略,Buffer优化,Tiling优化,单流,输入形状,编译成功,记录检查,FPS,平均批延迟_ms,P95批延迟_ms,P99批延迟_ms,平均余弦,最小余弦,实际测量Batch,计时次数字段,验证样本数,随机种子,验证错误,其他错误,ATC命令,数据来源,逐样本数值验证记录
81组实验数据3,24,A1-B3-C2-D3,1,3,2,3,force_fp32,16,high_performance,l2_single_stream,l2_optimize,0,是,"input:16,3,224,224",是,记录满足检查,415.7784369,38.48203413,38.85200238,38.92810202,1,1,16,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:16,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp24 --precision_mode=force_fp32 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3\results.json,"[{""sample_id"":0,""cosine_similarity"":1.0},{""sample_id"":1,""cosine_similarity"":1.0},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":1.0},{""sample_id"":4,""cosine_similarity"":1.0},{""sample_id"":5,""cosine_similarity"":1.0},{""sample_id"":6,""cosine_similarity"":1.0},{""sample_id"":7,""cosine_similarity"":1.0},{""sample_id"":8,""cosine_similarity"":1.0},{""sample_id"":9,""cosine_similarity"":1.0}]"
81组实验数据3,25,A1-B3-C3-D1,1,3,3,1,force_fp32,16,high_performance_for_all,standard_l2,l2_optimize,0,否,"input:16,3,224,224",是,记录满足检查,414.8504351,38.56811671,39.11959121,40.92690871,1,1,16,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:16,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp25 --precision_mode=force_fp32 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3\results.json,"[{""sample_id"":0,""cosine_similarity"":1.0},{""sample_id"":1,""cosine_similarity"":1.0},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":1.0},{""sample_id"":4,""cosine_similarity"":1.0},{""sample_id"":5,""cosine_similarity"":1.0},{""sample_id"":6,""cosine_similarity"":1.0},{""sample_id"":7,""cosine_similarity"":1.0},{""sample_id"":8,""cosine_similarity"":1.0},{""sample_id"":9,""cosine_similarity"":1.0}]"
81组实验数据3,26,A1-B3-C3-D2,1,3,3,2,force_fp32,16,high_performance_for_all,l2_with_tiling,l2_optimize,1,否,"input:16,3,224,224",是,记录满足检查,407.864868,39.22867904,39.57370866,39.7556842,1,1,16,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:16,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp26 --precision_mode=force_fp32 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3\results.json,"[{""sample_id"":0,""cosine_similarity"":1.0},{""sample_id"":1,""cosine_similarity"":1.0},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":1.0},{""sample_id"":4,""cosine_similarity"":1.0},{""sample_id"":5,""cosine_similarity"":1.0},{""sample_id"":6,""cosine_similarity"":1.0},{""sample_id"":7,""cosine_similarity"":1.0},{""sample_id"":8,""cosine_similarity"":1.0},{""sample_id"":9,""cosine_similarity"":1.0}]"
81组实验数据3,27,A1-B3-C3-D3,1,3,3,3,force_fp32,16,high_performance_for_all,l2_single_stream,l2_optimize,0,是,"input:16,3,224,224",是,记录满足检查,416.655819,38.40099975,38.99488324,39.13301483,1,1,16,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:16,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp27 --precision_mode=force_fp32 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3\results.json,"[{""sample_id"":0,""cosine_similarity"":1.0},{""sample_id"":1,""cosine_similarity"":1.0},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":1.0},{""sample_id"":4,""cosine_similarity"":1.0},{""sample_id"":5,""cosine_similarity"":1.0},{""sample_id"":6,""cosine_similarity"":1.0},{""sample_id"":7,""cosine_similarity"":1.0},{""sample_id"":8,""cosine_similarity"":1.0},{""sample_id"":9,""cosine_similarity"":1.0}]"
81组实验数据3,28,A2-B1-C1-D1,2,1,1,1,allow_fp32_to_fp16,1,high_precision,standard_l2,l2_optimize,0,否,"input:1,3,224,224",是,记录满足检查,553.7867096,1.805749366,1.834002777,3.401794509,0.999999,0.999999,1,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:1,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp28 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3\results.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":1.0},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":1.0},{""sample_id"":9,""cosine_similarity"":0.999999}]"
81组实验数据3,29,A2-B1-C1-D2,2,1,1,2,allow_fp32_to_fp16,1,high_precision,l2_with_tiling,l2_optimize,1,否,"input:1,3,224,224",是,记录满足检查,576.5271905,1.734523569,1.75982931,1.82615931,0.999999,0.999999,1,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:1,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp29 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3\results.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":1.0},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":1.0},{""sample_id"":9,""cosine_similarity"":0.999999}]"
81组实验数据3,30,A2-B1-C1-D3,2,1,1,3,allow_fp32_to_fp16,1,high_precision,l2_single_stream,l2_optimize,0,是,"input:1,3,224,224",是,记录满足检查,579.4649452,1.725729931,1.747130455,1.843376522,0.999999,0.999999,1,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:1,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp30 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3\results.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":1.0},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":1.0},{""sample_id"":9,""cosine_similarity"":0.999999}]"
81组实验数据3,31,A2-B1-C2-D1,2,1,2,1,allow_fp32_to_fp16,1,high_performance,standard_l2,l2_optimize,0,否,"input:1,3,224,224",是,记录满足检查,577.413516,1.731861088,1.74358035,1.820805987,0.999999,0.999999,1,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:1,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp31 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3\results.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":1.0},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":1.0},{""sample_id"":9,""cosine_similarity"":0.999999}]"
81组实验数据3,32,A2-B1-C2-D2,2,1,2,2,allow_fp32_to_fp16,1,high_performance,l2_with_tiling,l2_optimize,1,否,"input:1,3,224,224",是,记录满足检查,576.4095267,1.734877641,1.746910743,1.843037769,0.999999,0.999999,1,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:1,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp32 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3\results.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":1.0},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":1.0},{""sample_id"":9,""cosine_similarity"":0.999999}]"
81组实验数据3,33,A2-B1-C2-D3,2,1,2,3,allow_fp32_to_fp16,1,high_performance,l2_single_stream,l2_optimize,0,是,"input:1,3,224,224",是,记录满足检查,576.1781098,1.73557444,1.761059255,1.824700641,0.999999,0.999999,1,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:1,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp33 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3\results.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":1.0},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":1.0},{""sample_id"":9,""cosine_similarity"":0.999999}]"
81组实验数据3,34,A2-B1-C3-D1,2,1,3,1,allow_fp32_to_fp16,1,high_performance_for_all,standard_l2,l2_optimize,0,否,"input:1,3,224,224",是,记录满足检查,575.18999,1.738555986,1.766093429,1.822303685,0.999999,0.999999,1,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:1,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp34 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3\results.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":1.0},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":1.0},{""sample_id"":9,""cosine_similarity"":0.999999}]"
81组实验数据3,35,A2-B1-C3-D2,2,1,3,2,allow_fp32_to_fp16,1,high_performance_for_all,l2_with_tiling,l2_optimize,1,否,"input:1,3,224,224",是,记录满足检查,552.7017168,1.809294181,1.805790966,2.933771683,0.999999,0.999999,1,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:1,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp35 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3\results.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":1.0},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":1.0},{""sample_id"":9,""cosine_similarity"":0.999999}]"
81组实验数据3,36,A2-B1-C3-D3,2,1,3,3,allow_fp32_to_fp16,1,high_performance_for_all,l2_single_stream,l2_optimize,0,是,"input:1,3,224,224",是,记录满足检查,575.5980858,1.737323359,1.745772525,1.829934286,0.999999,0.999999,1,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:1,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp36 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3\results.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":1.0},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":1.0},{""sample_id"":9,""cosine_similarity"":0.999999}]"
81组实验数据3,37,A2-B2-C1-D1,2,2,1,1,allow_fp32_to_fp16,4,high_precision,standard_l2,l2_optimize,0,否,"input:4,3,224,224",是,记录满足检查,595.7322282,6.714426064,6.707160955,10.24770276,0.999999,0.999999,4,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:4,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp37 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3\results.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":0.999999},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":0.999999},{""sample_id"":9,""cosine_similarity"":0.999999}]"
81组实验数据3,38,A2-B2-C1-D2,2,2,1,2,allow_fp32_to_fp16,4,high_precision,l2_with_tiling,l2_optimize,1,否,"input:4,3,224,224",是,记录满足检查,607.057869,6.589157648,6.758592854,8.446395954,0.999999,0.999999,4,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:4,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp38 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3\results.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":0.999999},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":0.999999},{""sample_id"":9,""cosine_similarity"":0.999999}]"
81组实验数据3,39,A2-B2-C1-D3,2,2,1,3,allow_fp32_to_fp16,4,high_precision,l2_single_stream,l2_optimize,0,是,"input:4,3,224,224",是,记录满足检查,584.5999803,6.842285554,6.856914404,10.28592841,0.999999,0.999999,4,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:4,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp39 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3\results.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":0.999999},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":0.999999},{""sample_id"":9,""cosine_similarity"":0.999999}]"
81组实验数据3,40,A2-B2-C2-D1,2,2,2,1,allow_fp32_to_fp16,4,high_performance,standard_l2,l2_optimize,0,否,"input:4,3,224,224",是,记录满足检查,595.7054466,6.714727929,6.889584207,10.03425416,0.999999,0.999999,4,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:4,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp40 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3\results.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":0.999999},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":0.999999},{""sample_id"":9,""cosine_similarity"":0.999999}]"
81组实验数据3,41,A2-B2-C2-D2,2,2,2,2,allow_fp32_to_fp16,4,high_performance,l2_with_tiling,l2_optimize,1,否,"input:4,3,224,224",是,记录满足检查,587.9962831,6.80276409,6.757889157,11.71680015,0.999999,0.999999,4,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:4,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp41 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3\results.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":0.999999},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":0.999999},{""sample_id"":9,""cosine_similarity"":0.999999}]"
81组实验数据3,42,A2-B2-C2-D3,2,2,2,3,allow_fp32_to_fp16,4,high_performance,l2_single_stream,l2_optimize,0,是,"input:4,3,224,224",是,记录满足检查,608.9404049,6.568787303,6.580300788,6.732738606,0.999999,0.999999,4,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:4,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp42 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3\results.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":0.999999},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":0.999999},{""sample_id"":9,""cosine_similarity"":0.999999}]"
81组实验数据3,43,A2-B2-C3-D1,2,2,3,1,allow_fp32_to_fp16,4,high_performance_for_all,standard_l2,l2_optimize,0,否,"input:4,3,224,224",是,记录满足检查,609.0427279,6.567683706,6.581656661,6.803945676,0.999999,0.999999,4,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:4,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp43 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3\results.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":0.999999},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":0.999999},{""sample_id"":9,""cosine_similarity"":0.999999}]"
81组实验数据3,44,A2-B2-C3-D2,2,2,3,2,allow_fp32_to_fp16,4,high_performance_for_all,l2_with_tiling,l2_optimize,1,否,"input:4,3,224,224",是,记录满足检查,603.7065281,6.625735873,6.626477138,6.846102466,0.999999,0.999999,4,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:4,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp44 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3\results.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":0.999999},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":0.999999},{""sample_id"":9,""cosine_similarity"":0.999999}]"
81组实验数据3,45,A2-B2-C3-D3,2,2,3,3,allow_fp32_to_fp16,4,high_performance_for_all,l2_single_stream,l2_optimize,0,是,"input:4,3,224,224",是,记录满足检查,598.5415307,6.682911368,6.728415646,8.235978046,0.999999,0.999999,4,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:4,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp45 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3\results.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":0.999999},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":0.999999},{""sample_id"":9,""cosine_similarity"":0.999999}]"
81组实验数据3,46,A2-B3-C1-D1,2,3,1,1,allow_fp32_to_fp16,16,high_precision,standard_l2,l2_optimize,0,否,"input:16,3,224,224",是,记录满足检查,575.1124564,27.8206459,28.11041503,28.22316354,0.999999,0.999999,16,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:16,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp46 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3\results.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":0.999999},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":0.999999},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":0.999999},{""sample_id"":9,""cosine_similarity"":0.999999}]"
