数据组,实验序号,配置ID,精度模式,Batch,算子实现,图优化策略,通过准入且指标完整,未评分原因,可行配置数,评分排名,TOPSIS得分,与本组最高分差值,最小余弦,余弦阈值,权重样本Exp,有效初始L9数量,权重来源,评分范围,用途,原始数据来源,FPS,FPS_CRITIC权重,FPS_权重样本最小值,FPS_权重样本最大值,FPS_评分最小值,FPS_评分最大值,FPS_同向归一化,平均批延迟_ms,平均批延迟_ms_CRITIC权重,平均批延迟_ms_权重样本最小值,平均批延迟_ms_权重样本最大值,平均批延迟_ms_评分最小值,平均批延迟_ms_评分最大值,平均批延迟_ms_同向归一化,P95批延迟_ms,P95批延迟_ms_CRITIC权重,P95批延迟_ms_权重样本最小值,P95批延迟_ms_权重样本最大值,P95批延迟_ms_评分最小值,P95批延迟_ms_评分最大值,P95批延迟_ms_同向归一化,P99批延迟_ms,P99批延迟_ms_CRITIC权重,P99批延迟_ms_权重样本最小值,P99批延迟_ms_权重样本最大值,P99批延迟_ms_评分最小值,P99批延迟_ms_评分最大值,P99批延迟_ms_同向归一化
81组实验数据论文,45,A2-B2-C3-D3,allow_fp32_to_fp16,4,high_performance_for_all,l2_single_stream,是,',81,32,0.5250691841238798,0.37806450171243733,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json,600.543522,0.487416194221116,416.29299,868.778925,408.476302,876.660354,0.410238706721262,6.660633,0.1718906992943509,1.417735,38.434469,1.415673,39.169959,0.8610764351363975,6.71555,0.1718842411463921,1.4383,39.02875,1.42455,39.57835,0.8613244290214868,8.22537,0.1688088653381409,1.50472,39.12853,1.50472,40.87883,0.8293129673280234
81组实验数据论文,36,A2-B1-C3-D3,allow_fp32_to_fp16,1,high_performance_for_all,l2_single_stream,是,',81,33,0.5237523716811772,0.37938131415514,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json,577.694076,0.487416194221116,416.29299,868.778925,408.476302,876.660354,0.36143429763814344,1.73102,0.1718906992943509,1.417735,38.434469,1.415673,39.169959,0.9916473854120827,1.74265,0.1718842411463921,1.4383,39.02875,1.42455,39.57835,0.9916626915274495,1.82954,0.1688088653381409,1.50472,39.12853,1.50472,40.87883,0.9917504167078316
81组实验数据论文,31,A2-B1-C2-D1,allow_fp32_to_fp16,1,high_performance,standard_l2,是,',81,34,0.52366895231852,0.3794647335177972,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json,577.618997,0.487416194221116,416.29299,868.778925,408.476302,876.660354,0.361273935490652,1.731245,0.1718906992943509,1.417735,38.434469,1.415673,39.169959,0.9916414258238124,1.74175,0.1718842411463921,1.4383,39.02875,1.42455,39.57835,0.9916862802656616,1.82474,0.1688088653381409,1.50472,39.12853,1.50472,40.87883,0.9918723242252333
81组实验数据论文,29,A2-B1-C1-D2,allow_fp32_to_fp16,1,high_precision,l2_with_tiling,是,',81,35,0.5234657111757607,0.37966797466055646,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json,577.482902,0.487416194221116,416.29299,868.778925,408.476302,876.660354,0.360983248528081,1.731653,0.1718906992943509,1.417735,38.434469,1.415673,39.169959,0.991630619103749,1.76175,0.1718842411463921,1.4383,39.02875,1.42455,39.57835,0.9911620860831687,1.82662,0.1688088653381409,1.50472,39.12853,1.50472,40.87883,0.991824577114251
81组实验数据论文,30,A2-B1-C1-D3,allow_fp32_to_fp16,1,high_precision,l2_single_stream,是,',81,36,0.5228794450140544,0.3802542408222628,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json,577.006743,0.487416194221116,416.29299,868.778925,408.476302,876.660354,0.3599662147398392,1.733082,0.1718906992943509,1.417735,38.434469,1.415673,39.169959,0.9915927690964677,1.74565,0.1718842411463921,1.4383,39.02875,1.42455,39.57835,0.9915840624000755,1.84478,0.1688088653381409,1.50472,39.12853,1.50472,40.87883,0.9913633603400813
81组实验数据论文,33,A2-B1-C2-D3,allow_fp32_to_fp16,1,high_performance,l2_single_stream,是,',81,37,0.5227462575918022,0.380387428244515,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json,576.891237,0.487416194221116,416.29299,868.778925,408.476302,876.660354,0.3597195040723003,1.733429,0.1718906992943509,1.417735,38.434469,1.415673,39.169959,0.9915835780870018,1.7611,0.1718842411463921,1.4383,39.02875,1.42455,39.57835,0.9911791223940997,1.82272,0.1688088653381409,1.50472,39.12853,1.50472,40.87883,0.9919236269721399
81组实验数据论文,32,A2-B1-C2-D2,allow_fp32_to_fp16,1,high_performance,l2_with_tiling,是,',81,38,0.5225943053028649,0.38053938053345226,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json,576.775777,0.487416194221116,416.29299,868.778925,408.476302,876.660354,0.3594728916567196,1.733776,0.1718906992943509,1.417735,38.434469,1.415673,39.169959,0.9915743870775361,1.74755,0.1718842411463921,1.4383,39.02875,1.42455,39.57835,0.9915342639527387,1.84388,0.1688088653381409,1.50472,39.12853,1.50472,40.87883,0.9913862179995941
81组实验数据论文,34,A2-B1-C3-D1,allow_fp32_to_fp16,1,high_performance_for_all,standard_l2,是,',81,39,0.5213863238862846,0.38174736195003256,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json,575.793083,0.487416194221116,416.29299,868.778925,408.476302,876.660354,0.35737394361309865,1.736735,0.1718906992943509,1.417735,38.434469,1.415673,39.169959,0.9914960118700166,1.76475,0.1718842411463921,1.4383,39.02875,1.42455,39.57835,0.9910834569557947,1.82829,0.1688088653381409,1.50472,39.12853,1.50472,40.87883,0.991782163457155
81组实验数据论文,40,A2-B2-C2-D1,allow_fp32_to_fp16,4,high_performance,standard_l2,是,',81,40,0.5172556698953882,0.38587801594092896,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json,597.584682,0.487416194221116,416.29299,868.778925,408.476302,876.660354,0.4039188844476062,6.693612,0.1718906992943509,1.417735,38.434469,1.415673,39.169959,0.8602029184183221,6.87535,0.1718842411463921,1.4383,39.02875,1.42455,39.57835,0.8571361175033679,10.04207,0.1688088653381409,1.50472,39.12853,1.50472,40.87883,0.7831735117314398
81组实验数据论文,37,A2-B2-C1-D1,allow_fp32_to_fp16,4,high_precision,standard_l2,是,',81,41,0.5137970448739702,0.389336640962347,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json,595.165825,0.487416194221116,416.29299,868.778925,408.476302,876.660354,0.3987524184185583,6.720816,0.1718906992943509,1.417735,38.434469,1.415673,39.169959,0.8594823644658516,6.71915,0.1718842411463921,1.4383,39.02875,1.42455,39.57835,0.861230074068638,10.24586,0.1688088653381409,1.50472,39.12853,1.50472,40.87883,0.7779977756957555
81组实验数据论文,41,A2-B2-C2-D2,allow_fp32_to_fp16,4,high_performance,l2_with_tiling,是,',81,42,0.5017614359759818,0.4013722498603354,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json,588.540903,0.487416194221116,416.29299,868.778925,408.476302,876.660354,0.384602167098165,6.796469,0.1718906992943509,1.417735,38.434469,1.415673,39.169959,0.8574785389928974,6.73475,0.1718842411463921,1.4383,39.02875,1.42455,39.57835,0.8608212026062935,11.72207,0.1688088653381409,1.50472,39.12853,1.50472,40.87883,0.7405058806408578
81组实验数据论文,39,A2-B2-C1-D3,allow_fp32_to_fp16,4,high_precision,l2_single_stream,是,',81,43,0.4982357339486101,0.40489795188770705,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json,584.138252,0.487416194221116,416.29299,868.778925,408.476302,876.660354,0.3751984913830426,6.847694,0.1718906992943509,1.417735,38.434469,1.415673,39.169959,0.8561217393966873,6.85055,0.1718842411463921,1.4383,39.02875,1.42455,39.57835,0.8577861182896592,10.29177,0.1688088653381409,1.50472,39.12853,1.50472,40.87883,0.7768317810866074
81组实验数据论文,28,A2-B1-C1-D1,allow_fp32_to_fp16,1,high_precision,standard_l2,是,',81,44,0.49350534846062216,0.409628337375695,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json,554.581033,0.487416194221116,416.29299,868.778925,408.476302,876.660354,0.31206686852289467,1.803163,0.1718906992943509,1.417735,38.434469,1.415673,39.169959,0.9897365295161455,1.83285,0.1718842411463921,1.4383,39.02875,1.42455,39.57835,0.9892985757644062,3.40353,0.1688088653381409,1.50472,39.12853,1.50472,40.87883,0.9517751639338642
81组实验数据论文,35,A2-B1-C3-D2,allow_fp32_to_fp16,1,high_performance_for_all,l2_with_tiling,是,',81,45,0.4932713122836426,0.4098623735526745,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json,553.641187,0.487416194221116,416.29299,868.778925,408.476302,876.660354,0.3100594400426095,1.806224,0.1718906992943509,1.417735,38.434469,1.415673,39.169959,0.9896554526286102,1.8053,0.1718842411463921,1.4383,39.02875,1.42455,39.57835,0.9900206532507903,2.93152,0.1688088653381409,1.50472,39.12853,1.50472,40.87883,0.9637629904523556
81组实验数据论文,4,A1-B1-C2-D1,force_fp32,1,high_performance,standard_l2,是,',81,46,0.41891056236364543,0.4842231234726717,1.0,0.999,"1,14,27,33,43,47,62,66,76",9,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json,477.750445,0.487416194221116,416.29299,868.778925,408.476302,876.660354,0.14796348295947517,2.093143,0.1718906992943509,1.417735,38.434469,1.415673,39.169959,0.9820558121533539,2.13275,0.1718842411463921,1.4383,39.02875,1.42455,39.57835,0.9814382839979242,2.20309,0.1688088653381409,1.50472,39.12853,1.50472,40.87883,0.9822632181400418
81组实验数据论文,2,A1-B1-C1-D2,force_fp32,1,high_precision,l2_with_tiling,是,',81,47,0.41888462077981947,0.4842490650564977,1.0,0.999,"1,14,27,33,43,47,62,66,76",9,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json,477.699324,0.487416194221116,416.29299,868.778925,408.476302,876.660354,0.14785429299501218,2.093367,0.1718906992943509,1.417735,38.434469,1.415673,39.169959,0.9820498790521426,2.1385,0.1718842411463921,1.4383,39.02875,1.42455,39.57835,0.9812875781704574,2.18866,0.1688088653381409,1.50472,39.12853,1.50472,40.87883,0.9826297026142305
81组实验数据论文,5,A1-B1-C2-D2,force_fp32,1,high_performance,l2_with_tiling,是,',81,48,0.41845986435883054,0.4846738214774866,1.0,0.999,"1,14,27,33,43,47,62,66,76",9,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json,477.164346,0.487416194221116,416.29299,868.778925,408.476302,876.660354,0.1467116269906606,2.095714,0.1718906992943509,1.417735,38.434469,1.415673,39.169959,0.9819877139247184,2.1211,0.1718842411463921,1.4383,39.02875,1.42455,39.57835,0.9817436271092264,2.19964,0.1688088653381409,1.50472,39.12853,1.50472,40.87883,0.9823508391681742
81组实验数据论文,3,A1-B1-C1-D3,force_fp32,1,high_precision,l2_single_stream,是,',81,49,0.4183152190316838,0.48481846680463336,1.0,0.999,"1,14,27,33,43,47,62,66,76",9,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json,477.006384,0.487416194221116,416.29299,868.778925,408.476302,876.660354,0.14637423403734404,2.096408,0.1718906992943509,1.417735,38.434469,1.415673,39.169959,0.9819693319057868,2.12265,0.1718842411463921,1.4383,39.02875,1.42455,39.57835,0.9817030020600831,2.20572,0.1688088653381409,1.50472,39.12853,1.50472,40.87883,0.9821964229794654
81组实验数据论文,8,A1-B1-C3-D2,force_fp32,1,high_performance_for_all,l2_with_tiling,是,',81,50,0.41774351763511614,0.485390168201201,1.0,0.999,"1,14,27,33,43,47,62,66,76",9,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json,476.310915,0.487416194221116,416.29299,868.778925,408.476302,876.660354,0.14488877335787603,2.099469,0.1718906992943509,1.417735,38.434469,1.415673,39.169959,0.9818882550182514,2.1261,0.1718842411463921,1.4383,39.02875,1.42455,39.57835,0.9816125785636031,2.20337,0.1688088653381409,1.50472,39.12853,1.50472,40.87883,0.9822561068681933
81组实验数据论文,1,A1-B1-C1-D1,force_fp32,1,high_precision,standard_l2,是,',81,51,0.4176877823855092,0.48544590345080796,1.0,0.999,"1,14,27,33,43,47,62,66,76",9,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json,476.296849,0.487416194221116,416.29299,868.778925,408.476302,876.660354,0.14485872961772742,2.099531,0.1718906992943509,1.417735,38.434469,1.415673,39.169959,0.9818866128205948,2.14945,0.1718842411463921,1.4383,39.02875,1.42455,39.57835,0.9810005818555426,2.20107,0.1688088653381409,1.50472,39.12853,1.50472,40.87883,0.9823145208869483
81组实验数据论文,6,A1-B1-C2-D3,force_fp32,1,high_performance,l2_single_stream,是,',81,52,0.41735725656301204,0.4857764292733051,1.0,0.999,"1,14,27,33,43,47,62,66,76",9,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json,475.894515,0.487416194221116,416.29299,868.778925,408.476302,876.660354,0.14399937954315462,2.101306,0.1718906992943509,1.417735,38.434469,1.415673,39.169959,0.9818395982909066,2.1463,0.1718842411463921,1.4383,39.02875,1.42455,39.57835,0.9810831424392852,2.20562,0.1688088653381409,1.50472,39.12853,1.50472,40.87883,0.9821989627194113
81组实验数据论文,9,A1-B1-C3-D3,force_fp32,1,high_performance_for_all,l2_single_stream,是,',81,53,0.4171167499640248,0.48601693587229233,1.0,0.999,"1,14,27,33,43,47,62,66,76",9,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json,475.534239,0.487416194221116,416.29299,868.778925,408.476302,876.660354,0.1432298616613281,2.102898,0.1718906992943509,1.417735,38.434469,1.415673,39.169959,0.9817974308930117,2.13275,0.1718842411463921,1.4383,39.02875,1.42455,39.57835,0.9814382839979242,2.19309,0.1688088653381409,1.50472,39.12853,1.50472,40.87883,0.9825171921346285
81组实验数据论文,7,A1-B1-C3-D1,force_fp32,1,high_performance_for_all,standard_l2,是,',81,54,0.40492563054744835,0.4982080552888688,1.0,0.999,"1,14,27,33,43,47,62,66,76",9,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json,463.444645,0.487416194221116,416.29299,868.778925,408.476302,876.660354,0.11740755107993299,2.157755,0.1718906992943509,1.417735,38.434469,1.415673,39.169959,0.9803444302985892,2.2058,0.1718842411463921,1.4383,39.02875,1.42455,39.57835,0.9795236647463686,3.475,0.1688088653381409,1.50472,39.12853,1.50472,40.87883,0.9499600117945524
81组实验数据论文,13,A1-B2-C2-D1,force_fp32,4,high_performance,standard_l2,是,',81,55,0.36201314380368144,0.5411205420326357,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json,463.324131,0.487416194221116,416.29299,868.778925,408.476302,876.660354,0.11715014376440154,8.633265,0.1718906992943509,1.417735,38.434469,1.415673,39.169959,0.8088272150081186,8.78425,0.1718842411463921,1.4383,39.02875,1.42455,39.57835,0.8071044037553271,8.88925,0.1688088653381409,1.50472,39.12853,1.50472,40.87883,0.812452141775395
81组实验数据论文,16,A1-B2-C3-D1,force_fp32,4,high_performance_for_all,standard_l2,是,',81,56,0.36111680845055544,0.5420168773857617,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json,462.228159,0.487416194221116,416.29299,868.778925,408.476302,876.660354,0.1148092438654874,8.653735,0.1718906992943509,1.417735,38.434469,1.415673,39.169959,0.8082850249108141,8.816,0.1718842411463921,1.4383,39.02875,1.42455,39.57835,0.8062722454906195,8.85397,0.1688088653381409,1.50472,39.12853,1.50472,40.87883,0.8133481620282973
81组实验数据论文,15,A1-B2-C2-D3,force_fp32,4,high_performance,l2_single_stream,是,',81,57,0.3606656897281038,0.5424679961082133,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json,461.741432,0.487416194221116,416.29299,868.778925,408.476302,876.660354,0.11376963775775942,8.662857,0.1718906992943509,1.417735,38.434469,1.415673,39.169959,0.8080434099588057,8.82305,0.1718842411463921,1.4383,39.02875,1.42455,39.57835,0.8060874670412908,8.86869,0.1688088653381409,1.50472,39.12853,1.50472,40.87883,0.8129743123082656
81组实验数据论文,53,A2-B3-C3-D2,allow_fp32_to_fp16,16,high_performance_for_all,l2_with_tiling,是,',81,58,0.35518862545698754,0.5479450603793297,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json,581.39837,0.487416194221116,416.29299,868.778925,408.476302,876.660354,0.3693463441595401,27.519857,0.1718906992943509,1.417735,38.434469,1.415673,39.169959,0.3085769387878241,27.82815,0.1718842411463921,1.4383,39.02875,1.42455,39.57835,0.3079693241564405,27.88144,0.1688088653381409,1.50472,39.12853,1.50472,40.87883,0.3300999057502506
81组实验数据论文,11,A1-B2-C1-D2,force_fp32,4,high_precision,l2_with_tiling,是,',81,59,0.3543355228807908,0.5487981629555263,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json,463.117228,0.487416194221116,416.29299,868.778925,408.476302,876.660354,0.11670821713508524,8.637122,0.1718906992943509,1.417735,38.434469,1.415673,39.169959,0.8087250544216358,8.8285,0.1718842411463921,1.4383,39.02875,1.42455,39.57835,0.8059446241265614,11.98763,0.1688088653381409,1.50472,39.12853,1.50472,40.87883,0.7337613472406107
81组实验数据论文,47,A2-B3-C1-D2,allow_fp32_to_fp16,16,high_precision,l2_with_tiling,是,',81,60,0.35144314849568703,0.5516905373406301,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json,579.420519,0.487416194221116,416.29299,868.778925,408.476302,876.660354,0.36512182819930833,27.613796,0.1718906992943509,1.417735,38.434469,1.415673,39.169959,0.3060887709543758,27.9215,0.1718842411463921,1.4383,39.02875,1.42455,39.57835,0.30552264780965466,27.97027,0.1688088653381409,1.50472,39.12853,1.50472,40.87883,0.32784385475633615
81组实验数据论文,51,A2-B3-C2-D3,allow_fp32_to_fp16,16,high_performance,l2_single_stream,是,',81,61,0.35133814891986537,0.5517955369164518,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json,579.434221,0.487416194221116,416.29299,868.778925,408.476302,876.660354,0.3651510944674382,27.613143,0.1718906992943509,1.417735,38.434469,1.415673,39.169959,0.3061060670038892,27.9387,0.1718842411463921,1.4383,39.02875,1.42455,39.57835,0.30507184081271066,28.01202,0.1688088653381409,1.50472,39.12853,1.50472,40.87883,0.3267835133289362
81组实验数据论文,12,A1-B2-C1-D3,force_fp32,4,high_precision,l2_single_stream,是,',81,62,0.35121554039793,0.5519181454383871,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json,457.565491,0.487416194221116,416.29299,868.778925,408.476302,876.660354,0.10485019468369254,8.741918,0.1718906992943509,1.417735,38.434469,1.415673,39.169959,0.8059493165888503,8.81755,0.1718842411463921,1.4383,39.02875,1.42455,39.57835,0.8062316204414763,11.41236,0.1688088653381409,1.50472,39.12853,1.50472,40.87883,0.7483717092272054
81组实验数据论文,50,A2-B3-C2-D2,allow_fp32_to_fp16,16,high_performance,l2_with_tiling,是,',81,63,0.35088583337382906,0.5522478524624881,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json,579.561433,0.487416194221116,416.29299,868.778925,408.476302,876.660354,0.3654228081224774,27.607082,0.1718906992943509,1.417735,38.434469,1.415673,39.169959,0.30626660506836234,28.00835,0.1718842411463921,1.4383,39.02875,1.42455,39.57835,0.303246334572179,28.2514,0.1688088653381409,1.50472,39.12853,1.50472,40.87883,0.3207038838465174
81组实验数据论文,10,A1-B2-C1-D1,force_fp32,4,high_precision,standard_l2,是,',81,64,0.34833159515305195,0.5548020906832651,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json,455.758861,0.487416194221116,416.29299,868.778925,408.476302,876.660354,0.10099139173582967,8.776571,0.1718906992943509,1.417735,38.434469,1.415673,39.169959,0.8050314605340437,8.81655,0.1718842411463921,1.4383,39.02875,1.42455,39.57835,0.806257830150601,12.02509,0.1688088653381409,1.50472,39.12853,1.50472,40.87883,0.7328099606568885
